tweet	date
Chief Executive of China's #HongKong #CarrieLam will pay a duty visit to #Beijing on Dec 14-17, HK government said on Tuesday https://t.co/CA7FQ9WAUE 	2019-12-10
A bus passenger volunteered to clear a blocked road while protesters in Central, Hong Kong, deliberately stopped a bus on Sunday. https://t.co/G3qvnWdZ2Y 	2019-12-09
#HongKong police said on Monday night that they have successfully defused two home-made remote-controlled #bombs inside a school which were fully functional and may cause multiple casualties https://t.co/keJCdLwX2f 	2019-12-09
More than 6,000 people, about 40 percent of them students, have been arrested in security operations since protests and rioting began in #HongKong 6 months ago, the Hong Kong police said on Monday. https://t.co/10l3DA1Enn 	2019-12-09
Many netizens accuse the Hong Kong Journalists Association of “double standards” when reporting on Hong Kong police. https://t.co/Wia7J079Uf 	2019-12-08
Ukrainian neo-Nazis fly to Hong Kong to join protests https://t.co/1roTeQFOMA 	2019-12-07
#HongKong government has set up an inter-departmental working group to promote the city's advantages and attract talents from overseas, a government official said on Saturday https://t.co/IrWDjzgzNU 	2019-12-07
Hong Kong police commissioner Tang Ping-keung watched flag-raising ceremony in Beijing on Saturday. https://t.co/aQm52a0tdo 	2019-12-07
The #HKSAR government on Friday expressed deep regret over the recent spreading of untrue claims overseas by some Hong Kong political figures who urged foreign governments or legislatures to interfere with the affairs of the HKSAR. https://t.co/e1318nfTir 	2019-12-07
News footages in different countries show that Hong Kong police are the most restrained when facing violent rioters. https://t.co/HQzElVSjcK 	2019-12-06
China's Minister of Public Security Zhao Kezhi(R) met with #HongKong police commissioner Tang Ping-keung(L) on Friday in Beijing, vowing to firmly support HK police to enforce the law strictly and fairly https://t.co/WolR1pcOvR 	2019-12-06
#HongKong police said Friday that they have seized 59 bottles of dangerous chemicals in a park with a total volume of 137 liters suspected to be stolen by rioters from university laboratories https://t.co/sYJavYLf5I 	2019-12-06
The US doesn’t understand what the state of “high level autonomy” means and it’s not a matter for US politicians to judge, executive councilor lawmaker Regina Ip Lau Suk-yee said in an interview. She also said the so-called HK human rights act will damage Hong Kong in many ways. https://t.co/UxvgGSuvq8 	2019-12-05
Hong Kong's bitter memory in 2019: Hong Kong was hit by vandalism https://t.co/8WMui9jlkM 	2019-12-04
Sales revenue of #HongKong #retail industry dropped 24.3% and the number of visitors was down 43.7% in October, compared with the same period last year: official data https://t.co/zeL1x7Y6jW 	2019-12-04
China‘s #HongKong announced Wednesday new relief measures worth about 4 billion Hong Kong dollars (about 510 million U.S. dollars) amid economic hardship https://t.co/9EKh9vNdyv 	2019-12-04
#HongKong must enhance education and implementation mechanism for the national Constitution and the Basic Law,  and HK citizens must clearly understand that "one country" is the premise and basis for the implementation of "two systems": HKSAR Chief Executive Carrie Lam said Wed. https://t.co/3vTxx6jHn1 	2019-12-04
Hong Kong’s bitter memory in 2019: Hong Kong was flooded with violence against the police https://t.co/fsvmO829jv 	2019-12-03
China's #HongKong has allocated about 20 billion Hong Kong dollars (2.55 billion U.S. dollars) in total since August in hopes of reviving an economy that has stepped into a technical recession due to months-long violence and chaos https://t.co/1gxRO4TgZ9 	2019-12-03
From the beginning of the disturbance in June to September 2019, a total of 720 robbery cases occurred in Hong Kong, an increase of 49% from a year earlier. https://t.co/z81y10v2yf 	2019-12-02
#HongKong will likely register its 1st #budget #deficit in 15 years for the current fiscal year ending on March 31, as the economy has slipped into a technical recession amid prolonged social unrest: officials https://t.co/zX85BSs3Q9 	2019-12-02
China has decided to suspend review of requests for US warships visiting Hong Kong and sanction several US NGOs, effective Monday, in response to the signing of the HK-related bill into law, the foreign ministry said on Monday. https://t.co/tohEdHkm5C 	2019-12-02
A masked rioter in Hong Kong on Nov. 30 hit a man on the head with a heavy object while he was clearing the road of debris left by radical protesters. https://t.co/6RfiNhxl6P 	2019-12-01
In video: Zhuhai police in S China's Guangdong province on Fri conducted an anti-terror drill at #HongKong-Zhuahai-#Macao Bridge Zhuhai port. https://t.co/ng7lOCCa46 	2019-12-01
The Hong Kong Polytechnic University (#PolyU) was reopened after all the dangerous items and weapons were cleared. Police seized 3,989 petrol bombs, 1,339 items of explosives, 601 bottles of corrosive liquids and 573 weapons at the university campus. https://t.co/95YKiALAQN 	2019-11-30
#HongKong saw the city's first #5G SA network test successfully completed at China Mobile's HK branch, local media report https://t.co/Br6wSzRnt9 	2019-11-30
The number of visitors to #HongKong dropped 43.7% YOY to 3.31 mln in Oct, according to the Hong Kong Tourism Board. The decline has been widening since July as tourism took the major brunt of social unrest. https://t.co/hMQejC68SK 	2019-11-29
Fanning the flames. #HongKong (China Daily) https://t.co/Gecc7jkNh8 	2019-11-29
#Thailand and #HongKong on Friday signed 6 Memorandum of Understandings (MoUs) for the expansions in #trade and #investment links during the visit of HK Chief Carrie Lam to the country https://t.co/cGROLGM9Yy 	2019-11-29
The campus of the Hong Kong Polytechnic University (PolyU) has been handed over to school management on Fri as police have removed all dangerous goods after two days of operation https://t.co/d6EhJbbsnL 	2019-11-29
#HongKong police arrested 1,377 people said to have been involved in violent incidents during the Hong Kong Polytechnic University (PolyU) standoff, officers told a news conference on Friday https://t.co/zomc5JwbQu 	2019-11-29
China has the right to deny entry to those who are not welcome, a foreign ministry spokesperson said on Friday in response to a report that China could deny entry to US congress members who drafted the HK-related bills, which includes the mainland, Hong Kong, and Macao. https://t.co/cIVOWZrSmV 	2019-11-29
#PeoplesDailyComments: US will never be Hong Kong’s protector 	2019-11-29
The US' so-called Hong Kong human rights act gives false hope to radical protesters. https://t.co/pto8U8hKEr 	2019-11-28
Chinese Foreign Ministry on Thursday summoned US Ambassador to China Terry Branstad to lodge stern representations and strong protest against the signing of the so-called Hong Kong Human Rights and Democracy Act of 2019 into law. https://t.co/9bsLTayWGe 	2019-11-28
Foreign reporter: The bias against Hong Kong police is too obvious https://t.co/H9liJCqz9i 	2019-11-28
The Court of Appeal in the Hong Kong SAR on Wednesday extended the interim validity of the city’s “anti-mask law” until December 10 after the HKSAR government appealed the case on Monday. https://t.co/uIFe34Gr85 	2019-11-27
US President Donald Trump on Wednesday signed the so-called #HongKong Human Rights and Democracy Act into law https://t.co/E89Fgk2UUq 	2019-11-27
China issued 6 billion in US dollar-denominated sovereign bonds in #HongKong, the country's largest-ever foreign currency bond issuance: Ministry of Finance https://t.co/RpWhNK0YSU 	2019-11-27
#HongKong police has fired about 10,000 rounds of tear gas at over 900 protests since early June, of which 2,330 tear gas was used on Nov. 12 during multiple police-protester clashes, said HK Security Bureau on Wed https://t.co/BQbEH9iHNk 	2019-11-27
More than 5,800 people have been arrested during protests from June 9 to November 21, of which 923 have been charged, according to #HongKong Security Bureau on Wed https://t.co/6OLOVnYEVF 	2019-11-27
The Cross-Harbour Tunnel reopened Wednesday morning in Hong Kong, after over 800 people spent days to repair the main traffic artery that had been forced to close for about two weeks due to rioters' vandalism. https://t.co/K4yvL8eYrx 	2019-11-27
#HongKong government is appealing after the High Court in Hong Kong ruled earlier "anti-mask law" was unconstitutional. The case is scheduled for hearing on January 9, 2020 https://t.co/VDa0P3vl9Q 	2019-11-26
#HongKong Cross Harbour Tunnel, a traffic artery that has been forced to close for 2 weeks due to rioters' vandalism, will reopen on Wednesday: HK authority https://t.co/kqXbdhwxr3 	2019-11-26
Senior Chinese official Yang Jiechi has expressed the Chinese side’s firm opposition to and strong condemnation of the recent passage of the so-called #HongKong Human Rights and Democracy Act of 2019 by the US Congress. https://t.co/LLvmOHvOkh 	2019-11-26
A British man living in Hong Kong criticized the violent riots like petrol bombs and setting people on fire. https://t.co/jqA3zaBJzO 	2019-11-25
Chinese internet giant Alibaba Group officially listed on HKEX on Tuesday in #HongKong, the biggest IPO on the world’s fifth-largest stock exchange in 10 years. https://t.co/Hv1MdFJuQ7 	2019-11-25
Hong Kong people mourn the death of the 70-year-old cleaner killed by rioters. https://t.co/rQZ0KVRrq2 	2019-11-25
China on Monday summoned US Ambassador Terry Branstad to lodge stern representations and strong protest against the so-called Hong Kong Human Rights and Democracy Act that passed in both the US House of Representatives and Senate. https://t.co/LAG1EnF3bY 	2019-11-25
#HongKong police will provide medical treatment with no immediate arrests for remaining protesters in #PolyU and send into campus a panel consisting of the negotiation team, middle school principals and social workers, CGTN reports https://t.co/2UsFjFj0Pd 	2019-11-25
Any attempt to destabilize Hong Kong or undermine its prosperity and stability is doomed to failure, Chinese Foreign Minister Wang Yi said on Monday, when answering questions from the Japanese media during a visit to Tokyo. https://t.co/HBunEprmdC 	2019-11-25
The 2019 District Council Ordinary Election of the Hong Kong Special Administrative Region has concluded, with 452 district seats voted. Almost three million people voted on Sunday, a record turnout of more than 71.2 percent. https://t.co/iBqqjeYUPH 	2019-11-25
Former Chief Secretary of Hong Kong SAR calls for an end of violence and restoration of order. https://t.co/9zDGZmzRFw 	2019-11-24
More than 2.94 million registered voters have cast their ballots 	2019-11-24
More than 2.7 million voters, a #record turnout, cast their ballots  for the 2019 #HongKong District Council Election on Sunday https://t.co/FIdXykqthB 	2019-11-24
Long queues form at polling stations in #HongKong as voters cast their ballots in district council elections. Over 1.28 million people have cast their votes as of 12:30 pm local time, with the turnout reaching 30.98 percent. https://t.co/hSLC3Oef3L 	2019-11-24
HK police keep trying to settle the chaos of the Hong Kong Polytechnic University peacefully. https://t.co/4AaS9Tf7ua 	2019-11-23
It's Hong Kong police who are safeguarding this city. https://t.co/0h8wYqWu7O 	2019-11-23
China's #HongKong government said on Saturday that it is determined and committed to hold an orderly, peaceful, fair and honest district #council #election on Sunday https://t.co/2Q9EFoc6Oc 	2019-11-23
Hong Kong's High Court approved on Friday that the anti-mask law can be enacted till November 29 before the Court of Final Appeal makes its decision. https://t.co/KGegAqL5IH 	2019-11-22
#TrendingInChina: Berlin Institute of Technology student union triggers anger from Chinese students after voicing support for Hong Kong rioters https://t.co/0mlwpyzPb9 https://t.co/A7EgHZjgS8 	2019-11-22
#PeoplesDailyComments: US “double standard” on Hong Kong issue is downright hegemonic logic. https://t.co/I8n729CghB https://t.co/h7oTwQ2wOV 	2019-11-22
The escalating violence has started to take a toll on Hong Kong's employment market. https://t.co/yp7xEgx8SK 	2019-11-21
Riots in Hong Kong led to suspension of classes, universities left in shambles, and cancellation of interviews for admission to the University of Cambridge. https://t.co/DQFVdv40EL 	2019-11-21
South African Airways announced on Thursday the suspension of all services between #Johannesburg and Hong Kong from Nov 23 to Dec 14 to curb significant financial losses incurred on the route. https://t.co/fy9CpPFOAZ 	2019-11-21
#HongKong gross domestic product (#GDP) slumped 2.9% year on year in the 3rd quarter, sharply down from the slight growth during April-June period, marking the 1st drop in about 10 years: official data https://t.co/PY7g0FXogu 	2019-11-21
Democracy or hypocrisy? Listen to this rap song and find out. We stand with #HongKong https://t.co/FrBIOfALVv 	2019-11-21
Chinese mainland and HKSAR signed in Hong Kong on Thur an agreement on the liberalization and facilitation of trade in services to lower the mainland market access thresholds for Hong Kong enterprises and professionals. https://t.co/7BvBRuFzQs 	2019-11-21
The Hong Kong SAR government on Thursday expressed strong opposition to the passage of the Hong Kong-related acts in the US House of Representatives after the Senate approved the bills. https://t.co/irtmANc8GE 	2019-11-21
A video compilation of five months of riots in Hong Kong. https://t.co/dKkbOMyl7O 	2019-11-20
A Hong Kong police officer bravely walked into the crossfire to remove a gas tank before it could explode after rioters threw petrol bombs and set fires on the streets. https://t.co/NR34FEOx1Z 	2019-11-20
#HongKong police say nearly 1,000 people have peacefully left the campus of the Hong Kong Polytechnic University (PolyU) following standoff between protestors and the police force since last week. https://t.co/2DqaTXe7PF 	2019-11-20
China's Foreign Ministry said on Wed that the Chinese ambassador to the UK would not accept "concerns" and "negotiations" from the UK side over the case of Simon Cheng, a former Chinese employee in Britain's Hong Kong Consulate. https://t.co/gMGl4pFgsq 	2019-11-20
#PeoplesDailyComments: Any attempt by external forces to intervene in Hong Kong affairs is doomed to fail. https://t.co/sokTcuYN8G https://t.co/MHSaKLpCf3 	2019-11-20
Prevent this act from becoming law and stop interfering in Hong Kong affairs. Otherwise, China will take strong countermeasures and the US must face all the consequences, Vice FM Ma Zhaoxu said after he summoned William Klein, charge d'affaires of the US Embassy in China. https://t.co/HvU3kjenFV 	2019-11-20
Chinese overseas students protest against Hong Kong radicals in New York on Nov 18. https://t.co/iX5qakTiIc 	2019-11-20
Hong Kong rioters throw petrol bombs and set fires on the street. https://t.co/DHP9nkoF8q 	2019-11-19
US Senate passed the so-called Hong Kong Human Rights and Democracy Act on Tuesday despite strong opposition from the Chinese government. The act now goes to the House of Representatives, which earlier approved its own version of the measure. https://t.co/DgvGxLMI3X 	2019-11-19
#UPDATE: 19 people were charged with rioting and other offenses for their acts outside the Hong Kong Polytechnic University (PolyU) on Tuesday and all the defendants' bail was denied, local media reported https://t.co/5O1uZ9RNe2 	2019-11-19
Hong Kong SAR Education Bureau said classes in primary and secondary schools, and some special schools, will resume on Wednesday. https://t.co/gD3YFAdohG 	2019-11-19
Citizens are in action to cherish Hong Kong's homeland. https://t.co/bwmUB5ZsiW 	2019-11-19
A number of passenger trains between the mainland and Hong Kong will be suspended until Wednesday, according to China's official railway ticket-booking website https://t.co/OMqeGs9Eqy 	2019-11-18
The Legislative Affairs Commission of the Standing Committee of the National People's Congress expresses deep concern over the Hong Kong's High Court ruling related to the Emergency Regulations Ordinance, a spokesperson said Tuesday. https://t.co/QKRZ2MuTav 	2019-11-18
Video: Protesters slid down ropes from overpass to escape #HongKong Polytechnic University to avoid arrest after all-night clashes with police on Nov. 18 https://t.co/TuRYwaWdVr https://t.co/Rbni9wFvJ6 	2019-11-18
154 people were arrested in the violent protests in #HongKong SAR over the past weekend. A total of 4,491 have been arrested since June for rioting, possession of offensive weapons and arson etc. 	2019-11-18
Defense Minister Wei Fenghe reiterated China's firm determination to safeguard territorial sovereignty, including Hong Kong and #SouthChinaSea, and asked the US side to stop flaunting force and escalating the situation, while meeting with his US counterpart Mark Esper on Monday https://t.co/N5eaNLXNBz 	2019-11-18
The Hong Kong High Court on Monday ruled that the anti-mask law introduced by the Hong Kong special administrative region’s government in October is unconstitutional. https://t.co/G27lPdjWQV 	2019-11-18
Hong Kong rioters have turned the Chinese University of Hong Kong into a mountain of trash and a weapons factory to make petrol bombs. https://t.co/Z4u5EQooUD 	2019-11-17
The Hong Kong Police Force on Monday denied accusations that it "raided" the premises of the Hong Kong Polytechnic University (PolyU) in an overnight standoff between masked rioters. https://t.co/zQ5zWnTREI 	2019-11-17
Hong Kong residents voluntarily remove the roadblocks. https://t.co/Bgnzl9995s 	2019-11-17
Clashes lasted for more than 12 hours at Polytechnic University in Kowloon, #HongKong on Sun. Police warned that they would use live rounds on protesters if they did not stop their attacks after a police officer was shot with an arrow during a siege of the fortified campus. https://t.co/4L6IKCN95U 	2019-11-17
33 people were injured on Saturday evening when a bus hit the concrete barrier on an expressway in #HongKong's Kwun Tong District, the Hong Kong Special Administrative Region (#HKSAR) government said. The injured were sent to 5 hospitals for treatment. (Pic: Xinhua) https://t.co/0HvaDhjv4k 	2019-11-16
Approval of plans on developing the Guangdong-Hong Kong-Macao #GreaterBayArea is being pushed by China's top economic planner. A 600-km-per-hour #maglev train service is a highlight of the region's infrastructure blueprint. https://t.co/Md2Dhz9Nnd 	2019-11-16
PLA soldiers in casual clothes joined local residents on Saturday afternoon to remove bricks and other objects deliberately put on streets by rioters in Kowloon Tong, Hong Kong. (Photo via CGTN) https://t.co/SDasw8R0K0 	2019-11-16
The University of Hong Kong Sat announced to cancel its graduation ceremonies scheduled for the rest of Nov and Dec. Other universities in HK, including the Chinese University of Hong Kong and the City University of Hong Kong, also made a similar announcement recently. https://t.co/xEAyDRdvDV 	2019-11-16
#UPDATE: London police told local media that it is investigating the attack on Hong Kong's Secretary for Justice Teresa Cheng; there has been no arrest at this stage. https://t.co/iZesDMeJxq 	2019-11-15
China's #HongKong on Friday cut its gross domestic product (#GDP) forecast for 2019 to a negative 1.3% as local unrest took a heavy toll on the economy https://t.co/8gnQ2HwxW1 	2019-11-15
The Head of the Liaison Office of the Central People’s Government in Hong Kong on Friday issued a statement expressing deep condolences for the man who was violently attacked by rioters and later died in hospital and strongly condemned the radical attacks by rioters. https://t.co/RrPnCj2Vxz 	2019-11-15
The 70-year-old man who sustained critical head injuries during a clash with protesters in Hong Kong died on Thursday. A day ago, the man was trying to clear the road when someone hit him with a brick. https://t.co/0BigZmAwFi 	2019-11-14
#HongKong's Secretary for Justice Teresa Cheng was attacked and injured in London on Thursday. Chief Executive #CarrieLam strongly condemned the attack, and expects local police to bring suspects to justice. (file pic) https://t.co/6BpkvNZozd 	2019-11-14
The Hong Kong rioters' actions are no different than that of terrorists. https://t.co/GT7KWnmF1r 	2019-11-14
#BREAKING: Chinese President #XiJinping says the most pressing task for #HongKong is to stop violence and restore order https://t.co/88taZQc7tn 	2019-11-14
China's #HongKong said on Thur that the Commissioner of Police has appointed a batch of officers of the Correctional Services Department (CSD) as special constables to enhance manpower of the police amid worsening social unrest https://t.co/ajnDxVXZpq 	2019-11-14
#HongKong police is investigating the case of a male found dead in Tsuen Wan. There is no police behind the death, HK police said Thur, citing CCTV footage showed that the man went into the building alone, with no officers on site at the time. https://t.co/nwi8cHIvxc 	2019-11-14
Classes in kindergartens, primary, and secondary schools will be suspended until Nov 17 over concerns about safety as radical protesters disrupted traffic across the Asian financial hub, Hong Kong SAR Education Bureau announced Thursday. https://t.co/gXhhQ9R2Mp 	2019-11-14
The truth in Hong Kong: What the hell are you doing? https://t.co/Ep13AW6Vq6 	2019-11-13
China urged the US to immediately stop pushing forward any bills related to Hong Kong, supporting violent behaviors, and using the Hong Kong issue to interfere in China's internal affairs, a FM spokesperson said on Wed. https://t.co/foUZhrsfR1 	2019-11-13
#PeoplesDailyComments: Radical protesters and rioters —not the police—are the ones sparking violence. Facing rioters in a gun-snatching attempt, the Hong Kong police officer was forced to shoot and defend himself https://t.co/R0i8O2nTuc https://t.co/qzCV5Xczer 	2019-11-13
All #HongKong schools will be suspended on Thursday over concerns about traffic and emergency conditions, #HongKong SAR Education Bureau announced on Wednesday. https://t.co/9hPRyLktx8 	2019-11-13
Hong Kong rioters tossed trash toward MTR tracks and the highway, striking a nerve with residents. https://t.co/QyAPpi0Lyp 	2019-11-12
China urges the #US and the #UK to stop setting up double standards when dealing with radical protests, reiterating the most important task for Hong Kong is to end violence and restore order, said a spokesperson for Chinese Foreign Ministry on Tuesday. https://t.co/CURKuau1tw 	2019-11-12
HKSAR Chief Executive Carrie Lam said Tue that recent violence and vandalism have paralyzed Hong Kong and condemned violent protesters as extremely selfish, urging residents not to engage in violent or illegal activities. (file pic) https://t.co/Yh8xbAizDM 	2019-11-12
Rioters in Hong Kong beat up a truck driver trying to clear barricades that disrupt traffic on Nov 11. https://t.co/H5llso0lZW 	2019-11-11
#HK rioters set a man who disagreed with them on fire in Ma On Shan on Monday, Hong Kong police confirmed, adding that the man has been sent to hospital. https://t.co/n6uHP9SBUn 	2019-11-11
At least one man injured after police fired shots as protesters disrupted the morning commute in Sai Wan Ho in Hong Kong. (file pic) https://t.co/dp3szm2Jdh 	2019-11-11
Hong Kong student protest leader fails to clarify legitimacy and violence in a recent interview https://t.co/vBspzYctj0 	2019-11-10
#UPDATE: Another 3 members of Hong Kong LegCo were arrested for allegedly breaching legislative council regulation earlier this year, HK police said Sat. https://t.co/IrBVRy1pda 	2019-11-09
3 members of #HongKong LegCo, Raymond Chan, Eddie Chu and Au Nok-hin, were arrested for allegedly breaching legislative council regulation earlier this year, HK police said Sat. 	2019-11-09
The British Government and Parliament's so-called reports on #HongKong interfered in China's internal affairs, disrupted China-UK relationship, Chinese Ambassador to Britain Liu Xiaoming said Fri, reiterating that "One Country, Two Systems" is key to HK's prosperity and stability https://t.co/IrYRjSRLSK 	2019-11-09
The People's Bank of China has issued 30 billion yuan (about 4.29 billion U.S. dollars) of bills in #HongKong https://t.co/ynTvcD01ln 	2019-11-08
Hong Kong police said the deceased student fell before the police force entered the parking lot, refuting accusations that police were involved in the student death that might spark new rounds of protests in Hong Kong. https://t.co/Jx3aRT3wXy 	2019-11-08
The man who attacked Hong Kong lawmaker Junius Ho with a knife was charged with attempted murder on Fri. At the request of the prosecution, the magistrate adjourned the case until February 3, 2020, for further investigation without bail. https://t.co/WfE5KtKzhS 	2019-11-08
Local residents hope to change the current situation in Hong Kong and recover the city's economy. https://t.co/1XuMdE1Ed2 	2019-11-07
The Hong Kong and Macao Affairs Office of the State Council on Thursday voiced strong indignation and condemnation over the knife attack on a Hong Kong lawmaker, calling for strong punishment against violence in accordance with the law. https://t.co/QMtfRTsoVp 	2019-11-07
#HongKong, #Macao residents will be treated like mainland residents when purchasing properties in nine cities in south China's #Guangdong Province, according to a meeting on Greater Bay Area development. https://t.co/1vx9nFl5EP 	2019-11-07
The months-long riots in Hong Kong have hit the city's economy hard. https://t.co/1IJk7ZLx1c 	2019-11-06
Chinese Vice Premier Han Zheng on Wednesday met with Carrie Lam, Chief Executive of China's #HongKong Special Administrative Region (HKSAR) , who is in Beijing to attend a meeting of the leading group for developing the Guangdong-Hong Kong-Macao Greater Bay Area https://t.co/DccipC5IHc 	2019-11-06
#BREAKING: #HongKong lawmaker Junius Ho was injured in an attack in Tuen Mun on Wednesday morning. https://t.co/c4DAAo24yK 	2019-11-05
China's #HongKong Special Administrative Region (HKSAR) government is planing the 2nd community dialogue with the public after the district council election this month: local authority https://t.co/wE9Pd3yP0y 	2019-11-05
85 MTR stations were vandalized by violent protesters in #HongKong by Nov. 4th : HK Police https://t.co/BCZldXDTKl 	2019-11-04
President #XiJinping on Monday met with Chief Executive of #HongKong Special Administrative Region (#HKSAR) Carrie Lam, who is in Shanghai for the second China International Import Expo (#CIIE). https://t.co/gEWjodbaHf 	2019-11-04
“I also live in the city.” A righteous expatriate helps clean up barricades in Wan Chai, Hong Kong while scolding rioters. https://t.co/sBuK18rX3C 	2019-11-03
Street violence spills over to campus in Hong Kong. https://t.co/N3JwSohMkG 	2019-11-02
"It is wrong that the schools have become a breeding ground for anti-government activities. They should be a breeding ground for education to bring up noble values," former chief editor of Star Media Group said on the young people involved in the violence in Hong Kong. https://t.co/qCgYe1DykP 	2019-10-31
#HongKong gross domestic product (#GDP) shrank by 2.9% year on year in the 3rd quarter of 2019 as local social unrest triggered an abrupt deterioration in the economy, according to a preliminary government estimate released Thursday https://t.co/jpdFaE1Gkc 	2019-10-31
Foreign experts criticize Western politicians' double standards on Hong Kong-related affairs. https://t.co/jQ0baoJaAN 	2019-10-30
Chief Executive of China's #HongKong Special Administrative Region (#HKSAR) Carrie Lam said on Wednesday that "the first priority must be to end violence and restore law and order as soon as possible." https://t.co/CKLeBj2yvm 	2019-10-30
Beijing on Wed expressed support and recognition on Returning Officer’s decision to disqualify activist Joshua Wong from running in the 2019 District Council Ordinary Election of the Hong Kong Special Administrative Region. https://t.co/4XFDpBzzZb 	2019-10-30
VIDEO: An elderly woman was beaten when entering a district council office in Hong Kong’s Tuen Mun District on Oct 26. The incident could be related to district council elections and is under investigation. https://t.co/CZ2OKobl6i 	2019-10-29
Why are the protesters violent in Catalonia but peaceful in Hong Kong? Think about it 🤔 https://t.co/7mIUBxSZoP 	2019-10-28
Leaderless on the surface, a well-trained "army" behind the scenes: What is happening in Hong Kong are not demonstrations, but violent activities that are well-organized, professionally carried out, and well-supplied. https://t.co/BvjHeVwFM0 https://t.co/fU7g9lywoA 	2019-10-28
“Safety, stability, and peace are like air. Only when you lose them do you realize how valuable they are.” Famous Hong Kong actors appeal to end the violence and restore order in the city. https://t.co/xk7yp8oxso 	2019-10-27
Footage shows that Hong Kong police are more restrained when facing violent rioters. https://t.co/isRNk0Mnmm 	2019-10-25
China's #HongKong ranked the 3rd globally among 190 economies in the ease of doing business, according to the World Bank's Doing Business 2020 Report released Thursday https://t.co/rBY9d67Wpw 	2019-10-24
“This (violence) is hurting Hong Kong. This will hurt everybody’s job. It will hurt students, and the future of Hong Kong.” Foreign residents and visitors alike expressed concern about Hong Kong’s future, urging protesters to end the violence. https://t.co/sxzI8SUBV8 	2019-10-23
The government of China's #HongKong Special Administrative Region (#HKSAR) on Wednesday announced cash incentive scheme to support travel agents and other tourism-related industries in the city https://t.co/iLrHGOABfy 	2019-10-23
The #HongKong-#Zhuhai-#Macao #Bridge has seen over 14 million passengers as well as 1.5 million vehicles as of Wednesday, which marks the 1 year anniversary of the opening of the world's #longest cross-sea bridge https://t.co/7SOBuBRfbU 	2019-10-23
Chan Tong-kai, the suspect of a homicide case in #Taiwan and whose case triggered extradition bill protest in #HongKong, was released on Wednesday from HK prison, saying he is willing to surrender to Taiwan https://t.co/vv6l4t5WJB 	2019-10-23
#OnThisDay: The world’s longest cross-sea bridge, the HongKong-Zhuhai-Macao Bridge, has received over 14 million passengers and 1.5 million vehicles by the one-year anniversary of its opening on Oct 23. The 55-km bridge connects Zhuhai in Guangdong with HK and Macao SARs. https://t.co/8VAhuXJcgz 	2019-10-23
“A lot of people in Hong Kong, like me, are afraid of the rioters.” Residents’ voice their worries about the riots in Hong Kong. https://t.co/U0l7C1Hkb0 	2019-10-22
Chan Tong-kai (L), the #HongKong resident accused of killing his girlfriend in Taiwan, which then prompted the Hong Kong SAR government to introduce the controversial fugitive bill, was released from prison on Wednesday. https://t.co/WVBXpSUW1D 	2019-10-22
Acting Chief Executive of China's #HongKong Special Administrative Region (HKSAR) Matthew Cheung said on Tuesday that the HKSAR government will roll out a third round of relief measures to help the badly-hit small and medium-sized enterprises (SMEs). https://t.co/SGosaMsj9z 	2019-10-22
Rioters set fire to the entrance of a Xiaomi store in Hong Kong. https://t.co/SZaWVTVppB 	2019-10-21
Rioters vandalize Chinese mainland-funded financial institutions in Hong Kong. https://t.co/p8sDySsjuf 	2019-10-20
The #HongKong Special Administrative Region (HKSAR) government said on Sunday that it hopes Taiwan will receive the self-surrendered suspect of a homicide case and it will offer all necessary assistance within its legal limits. https://t.co/E02UMFdjrr 	2019-10-20
Hong Kong police sincerely appeal to every member of the public to adopt peaceful and rational means of expression. https://t.co/VKPIheXVmH 	2019-10-19
How have the months-long riots in #HongKong affected the region’s tourism? https://t.co/oJvIuBWPNe 	2019-10-18
Hong Kongese murder suspect Chan Tong-kai is to surrender himself to Taiwan after killing his pregnant girlfriend. #HongKong government said the case was the reason for proposing extradition bill, which sparks months-long unrest. https://t.co/x2kMVtIGO6 https://t.co/dQGJL6Mvzp 	2019-10-18
The “five major demands” of Hong Kong’s protesters are intended to humiliate and bring down HKSAR government, Singaporean PM Lee Hsien Loong said at the 19th Forbes Global CEO Conference. https://t.co/JqgZich9am 	2019-10-17
Chief Executive of China's #HongKong Carrie Lam delivered on Wed her 3rd policy address, highlighting livelihood issues such as housing and land supply, and appealing to the community to put aside differences and set sail again https://t.co/XzOvPIMsqY 	2019-10-16
Hong Kong can get out of the impasse if the “One Country, Two Systems” principle is implemented, the chief executive Carrie Lam said on Wed, adding that the principle has proven to be the best system for ensuring HK’s long-term prosperity and stability. (file pic) https://t.co/FFbAeaaTuv 	2019-10-16
Umbrellas become “multifunctional” #weapons in Hong Kong protests https://t.co/PMSQcgiFut 	2019-10-15
China on Wednesday expressed strong indignation and firm opposition to the US House of Representatives' passing of the Hong Kong Human Rights and Democracy Act, a Foreign Ministry spokesperson said in a press statement. https://t.co/3jregnGVgV 	2019-10-15
Two rioters held for stabbing police in Hong Kong https://t.co/GJWZKFoliG 	2019-10-14
A spokesperson for China's Hong Kong SAR govt expressed extreme indignation at the repeated attacks by masked rioters who went on a rampage again across the city on Sunday.  In escalating violence in various districts, mobsters willfully targeted and assaulted police officers. https://t.co/Yu8ohXZ5yG 	2019-10-14
This is murder! #HongKong police officer got lashed in neck by rioter with sharp-edged object https://t.co/SclbnZmeTl 	2019-10-13
