tweet	date
Taiwan has banned the sale of dog and cat meat; here are 18 other unusual food traditions from around the world https://t.co/vCSCeKvNMl https://t.co/xdiwSisUjk 	2017-04-13
Taiwan just banned eating dog and cat meat https://t.co/Y8qPorBUAq https://t.co/nhzAK5wwaH 	2017-04-12
Taiwan just banned eating dog and cat meat https://t.co/duzw5ykWa5 https://t.co/VLQk9AJ2W4 	2017-04-12
Taiwan bans eating dog and cat meat https://t.co/C68bj26Zkw https://t.co/I6WIgGjCWl 	2017-04-12
Love cycling? Here's how you can explore Taiwan by bike in 12 days https://t.co/k15tT1J1iF via @CNNTravel https://t.co/93lt6ClZV0 	2017-03-28
Uber is suspending its service in Taiwan after being hit with millions of dollars in fines by the government https://t.co/rJ4FzRJC9P https://t.co/UWcYCbzBJB 	2017-02-02
Taiwan deploys fighter jets as China's lone aircraft carrier enters Taiwan Strait https://t.co/iRT6KlkgzV https://t.co/EZfSS2UE9y 	2017-01-11
This Taiwan politician's funeral procession included 50 pole dancers standing atop multicolored Jeeps https://t.co/gpzBDWkHDg https://t.co/kHWIE6KK0V 	2017-01-06
Does this Taiwan school's Nazi costume controversy hint at a larger problem in Asia? https://t.co/5nsEpb0DzB https://t.co/4NWHh1kXcE 	2016-12-28
Does this Taiwan school's Nazi costume controversy hint at a larger problem in Asia? https://t.co/syPkqsfRHP https://t.co/6pIG85EnKD 	2016-12-28
Does this Taiwan school's Nazi costume controversy hint at a larger problem in Asia? https://t.co/fzG3t8HwmI https://t.co/QDZFsKrJEn 	2016-12-28
Can Taiwan trust Trump? https://t.co/kK77AVKNzH https://t.co/WDsJKI2dpf 	2016-12-13
Sen. John McCain says a conversation with a democratically elected leader of Taiwan is "more than appropriate" https://t.co/W4Zi12adEm 	2016-12-12
Former Sen. Bob Dole's firm lobbied Donald Trump and his team on Taiwan before phone call, according to documents https://t.co/ia8yJEGfXH https://t.co/eeRXx4l2h1 	2016-12-08
Former Sen. Bob Dole's firm lobbied Donald Trump and his team on Taiwan before phone call, according to documents https://t.co/qiHrkLNCIX https://t.co/Z0RXndY6Nf 	2016-12-07
"It’s like a beam of new hope." Taiwan reacts to controversial Donald Trump call https://t.co/dgvE0hr69f https://t.co/tnisAfyZZS 	2016-12-07
"It’s like a beam of new hope." Taiwan reacts to controversial Donald Trump call https://t.co/P25LUZIBR9 https://t.co/9aJdiALeMf 	2016-12-07
President-elect Trump adviser on Taiwan call: "If China doesn't like it, screw 'em" https://t.co/GJezKhgE2S https://t.co/7E7rkZFR93 	2016-12-05
Pence: Trump's Taiwan talk was "a courtesy call" https://t.co/Hfxb9VDyfg https://t.co/Ns2GNMvhYJ 	2016-12-05
Donald Trump has taken a fresh swipe at China just two days after controversial phone call with Taiwan’s president https://t.co/GI3UAIHtWN https://t.co/p5HPArvrO0 	2016-12-04
Pence: Trump's Taiwan talk was "a courtesy call" https://t.co/V1w9sAW0x5 https://t.co/FZjRzOUok0 	2016-12-04
5 things you need to know about Trumps chat with Taiwan's president https://t.co/b6bmARNylY https://t.co/grnUGMMRBQ 	2016-12-03
Trump risks showdown with China after call with Taiwan https://t.co/ZYc2yPNInP 	2016-12-02
Trump spoke with the President of Taiwan, a move that could trigger a diplomatic disagreement with China https://t.co/ezw4gnBkou https://t.co/9FwfkbCgHx 	2016-12-02
Singapore scrambles to recover troop carriers held in Hong Kong after they were used in training exercises in Taiwan https://t.co/ASiBBhoU0E https://t.co/POIRb50LuX 	2016-11-29
With waves as high as 35 feet, Typhoon Megi slams Taiwan, killing at least 4 people and injuring more than 300 https://t.co/0lnwgwL9cC https://t.co/rxFC6ruIyy 	2016-09-28
The second typhoon in three days expected to smash Taiwan https://t.co/KjisDlcZHY 	2016-09-16
Super Typhoon Meranti batters Taiwan and barrels into mainland China https://t.co/bWIXiKrQe6 https://t.co/nxcElVfk0o 	2016-09-14
Super Typhoon Meranti is threatening Taiwan and China https://t.co/L63bsryp6y https://t.co/YnGgOQRBDw 	2016-09-12
Taiwan: Driver of bus that crashed killing 26 in July was suicidal and intentionally set the vehicle on fire https://t.co/V3PtIezKIa 	2016-09-12
Hard times for "betel nut beauties" as Taiwan tries to kick a deadly addiction https://t.co/QjnpYJRa2V https://t.co/35mP3zpFgX 	2016-09-05
Many Taiwanese aren't happy about having to go to the #Olympics as "Chinese Taipei" https://t.co/wqVRBdBNsV https://t.co/nHDcnA25f6 	2016-08-05
Taiwan lawmakers visit disputed landmass in South China Sea after court calls it a "rock" https://t.co/JtlxrP6bbj https://t.co/y8vGAlCKt0 	2016-07-21
Could Taiwan be first in Asia with same-sex marriage?https://t.co/UwZ6eV52eM https://t.co/OflNBXs0kp 	2016-07-03
A Taiwanese warship accidentally launched a supersonic missile toward China, killing a fishing boat captain https://t.co/aadpwLC5hy 	2016-07-01
Taiwan's first female president takes office https://t.co/hK3KJ69PB9 https://t.co/W5Kz5aiiPi 	2016-05-20
Taiwan's first female president takes office https://t.co/0kETIbZSLe https://t.co/33MmRKmQTQ 	2016-05-20
Taiwan's first female president walks a political tightrope as she takes office https://t.co/whnomD5QHL https://t.co/O1bu3K82Yh 	2016-05-19
It's considered lucky to be struck by a rocket at this Taiwanese fireworks festival: https://t.co/8yAIgP8T2y https://t.co/OruoAFkUsc 	2016-02-18
Taiwan/U.S. officials say China has deployed missiles on an island in the South China Sea https://t.co/J6nslcnhwW https://t.co/5MRYDnAGAy 	2016-02-17
Taiwan's Defense Ministry: China has deployed missiles in disputed South China Sea waters https://t.co/dhdhkGk6Qs https://t.co/TcdpvdwcLM 	2016-02-16
After Taiwan earthquake, rescuers found tin cans packed into collapsed walls of high-rise https://t.co/KGRgqk6ra4 https://t.co/1NFBhjlIUH 	2016-02-08
Taiwan earthquake: Rescuers find tin cans packed into collapsed walls of toppled highrise https://t.co/sGP5lb911I https://t.co/0mT6diw5Iu 	2016-02-08
Death toll rises to 34 in the Taiwan earthquake, according to city's disaster response office. https://t.co/rRNluPQFx3 	2016-02-07
At least 4 dead after magnitude-6.4 earthquake, the Taiwanese Disaster Response Center said. https://t.co/XdISZMrz2B https://t.co/0dBVQ6lxn3 	2016-02-05
A magnitude-6.4 earthquake shook southern Taiwan early Saturday, the @USGS said. https://t.co/nREz11qLyD https://t.co/8epq5a16m0 	2016-02-05
Facebook trolling, military drills: China responds to Taiwan's new president https://t.co/1aXBWdiqIV https://t.co/SREzsogcRa 	2016-01-22
Taiwan is building a church, and it's a giant glass shoe https://t.co/jQQ8ejLJ3J https://t.co/2Mt3CRarYx 	2016-01-16
In a landmark election, Taiwan elects their first woman President https://t.co/gaIbJfm5JZ https://t.co/wwD2nqbVNn 	2016-01-16
Taiwan is building a church, and it's a giant glass shoe https://t.co/QLLvdW4sOW https://t.co/iw3bXT9Ebo 	2016-01-15
Taiwan is building a church, and it's a giant glass shoe https://t.co/ULC6wE1PvP https://t.co/T5yhZIlTnS 	2016-01-15
Report: Presidents of Taiwan, China to meet https://t.co/TafwyF10wp https://t.co/p3BnNGLs02 	2015-11-03
